week_start_date,region,ili_rate,positive_cases,flu_activity_level
2023-10-23,West,3.9,179,Medium
2023-10-30,West,3.96,166,Medium
2023-11-06,West,3.77,163,Medium
2023-11-13,West,3.83,154,Medium
2023-11-20,West,3.98,171,Medium
2023-11-27,West,3.08,129,Medium
2023-12-04,West,3.86,207,Medium
2023-12-11,West,4.24,207,Medium
2023-12-18,West,6.84,376,High
2023-12-25,West,6.34,337,High
2024-01-01,West,6.0,308,High
2024-01-08,West,6.04,238,High
2024-01-15,West,9.77,450,Very High
2024-01-22,West,9.42,422,Very High
2024-01-29,West,8.53,404,Very High
2024-02-05,West,7.15,285,High
2024-02-12,West,6.37,327,High
2024-02-19,West,5.31,291,Medium
2024-02-26,West,5.74,304,High
2024-03-04,West,4.93,221,Medium
2024-03-11,West,4.16,200,Medium
2024-03-18,West,3.79,166,Medium
2024-03-25,West,3.37,145,Medium
2024-04-01,West,3.64,150,Medium
2024-04-08,West,3.16,171,Medium
2024-04-15,West,3.23,168,Medium
2024-04-22,West,3.11,128,Medium
2024-04-29,West,3.59,185,Medium
2024-05-06,West,3.26,174,Medium
2024-05-13,West,3.35,166,Medium
2024-05-20,West,2.9,121,Low
2024-05-27,West,3.08,167,Medium
2024-06-03,West,3.36,152,Medium
2024-06-10,West,2.75,116,Low
2024-06-17,West,3.22,164,Medium
2024-06-24,West,3.3,172,Medium
2024-07-01,West,2.86,108,Low
2024-07-08,West,3.66,201,Medium
2024-07-15,West,3.42,142,Medium
2024-07-22,West,3.25,168,Medium
2024-07-29,West,3.06,136,Medium
2024-08-05,West,2.73,121,Low
2024-08-12,West,3.63,150,Medium
2024-08-19,West,3.14,145,Medium
2024-08-26,West,2.81,137,Low
2024-09-02,West,3.05,166,Medium
2024-09-09,West,3.46,155,Medium
2024-09-16,West,3.39,142,Medium
2024-09-23,West,2.93,148,Low
2024-09-30,West,3.7,169,Medium
2024-10-07,West,2.8,115,Low
2024-10-14,West,3.78,162,Medium
2024-10-21,West,3.37,180,Medium
2024-10-28,West,3.17,134,Medium
2024-11-04,West,3.21,136,Medium
2024-11-11,West,3.33,179,Medium
2024-11-18,West,3.49,145,Medium
2024-11-25,West,2.68,120,Low
2024-12-02,West,3.04,123,Medium
2024-12-09,West,3.32,170,Medium
2024-12-16,West,6.99,374,High
2024-12-23,West,6.81,356,High
2024-12-30,West,6.67,259,High
2025-01-06,West,6.64,286,High
2025-01-13,West,10.51,534,Very High
2025-01-20,West,10.17,521,Very High
2025-01-27,West,9.74,490,Very High
2025-02-03,West,8.79,465,Very High
2025-02-10,West,7.44,377,High
2025-02-17,West,6.8,345,High
2025-02-24,West,5.68,227,High
2025-03-03,West,4.66,216,Medium
2025-03-10,West,4.62,221,Medium
2025-03-17,West,4.22,216,Medium
2025-03-24,West,3.83,161,Medium
2025-03-31,West,4.02,199,Medium
2025-04-07,West,3.64,149,Medium
2025-04-14,West,3.79,205,Medium
2025-04-21,West,3.88,207,Medium
2025-04-28,West,4.43,194,Medium
2025-05-05,West,3.55,163,Medium
2025-05-12,West,3.99,158,Medium
2025-05-19,West,3.65,193,Medium
2025-05-26,West,3.67,188,Medium
2025-06-02,West,3.54,193,Medium
2025-06-09,West,3.62,156,Medium
2025-06-16,West,3.49,152,Medium
2025-06-23,West,3.92,192,Medium
2025-06-30,West,3.32,127,Medium
2025-07-07,West,3.05,152,Medium
2025-07-14,West,3.38,157,Medium
2025-07-21,West,3.35,147,Medium
2025-07-28,West,3.38,130,Medium
2025-08-04,West,3.52,190,Medium
2025-08-11,West,3.39,171,Medium
2025-08-18,West,3.52,185,Medium
2025-08-25,West,3.39,141,Medium
2025-09-01,West,3.72,190,Medium
2025-09-08,West,4.4,184,Medium
2025-09-15,West,3.64,197,Medium
2025-09-22,West,3.4,165,Medium
2025-09-29,West,2.76,129,Low
2025-10-06,West,4.24,193,Medium
2025-10-13,West,3.66,151,Medium
2025-10-20,West,3.52,182,Medium
2025-10-27,West,2.78,132,Low
2025-11-03,West,3.53,192,Medium
2025-11-10,West,3.62,194,Medium
2025-11-17,West,3.39,138,Medium
2025-11-24,West,3.1,122,Medium
2025-12-01,West,3.08,120,Medium
2025-12-08,West,4.25,166,Medium
2025-12-15,West,7.17,373,High
2025-12-22,West,6.82,349,High
2025-12-29,West,6.74,356,High
2026-01-05,West,4.92,230,Medium
2026-01-12,West,7.96,362,High
2026-01-19,West,8.32,382,Very High
2026-01-26,West,7.32,377,High
2026-02-02,West,6.73,273,High
2026-02-09,West,6.47,338,High
2026-02-16,West,4.8,238,Medium
2026-02-23,West,4.36,171,Medium
2026-03-02,West,4.21,182,Medium
2026-03-09,West,4.0,198,Medium
2026-03-16,West,3.15,135,Medium
2026-03-23,West,2.95,126,Low
2026-03-30,West,3.22,156,Medium
2026-04-06,West,3.7,179,Medium
2026-04-13,West,2.87,143,Low
2026-04-20,West,2.55,126,Low
2026-04-27,West,2.43,110,Low
2026-05-04,West,2.74,108,Low
2026-05-11,West,3.08,140,Medium
2026-05-18,West,3.77,158,Medium
2026-05-25,West,2.67,126,Low
2026-06-01,West,2.81,129,Low
2026-06-08,West,3.38,164,Medium
2026-06-15,West,2.89,133,Low
2026-06-22,West,2.86,137,Low
2026-06-29,West,3.29,129,Medium
2026-07-06,West,2.82,130,Low
2026-07-13,West,2.44,113,Low
2026-07-20,West,3.21,174,Medium
2026-07-27,West,2.23,91,Low
2026-08-03,West,3.14,124,Medium
2026-08-10,West,2.78,126,Low
2018-01-01,South,6.95,312,High
2018-01-08,South,6.76,283,High
2018-01-15,South,6.47,300,High
2018-01-22,South,10.92,572,Very High
2018-01-29,South,9.56,399,Very High
2018-02-05,South,9.49,401,Very High
2018-02-12,South,8.52,408,Very High
2018-02-19,South,7.74,424,High
2018-02-26,South,6.79,331,High
2018-03-05,South,5.1,274,Medium
2018-03-12,South,5.61,263,High
2018-03-19,South,4.37,188,Medium
2018-03-26,South,4.61,252,Medium
2018-04-02,South,3.74,199,Medium
2018-04-09,South,4.14,176,Medium
2018-04-16,South,3.38,159,Medium
2018-04-23,South,3.91,182,Medium
2018-04-30,South,3.75,168,Medium
2018-05-07,South,4.17,182,Medium
2018-05-14,South,3.44,138,Medium
2018-05-21,South,3.95,207,Medium
2018-05-28,South,3.18,133,Medium
2018-06-04,South,3.65,172,Medium
2018-06-11,South,3.5,151,Medium
2018-06-18,South,3.41,167,Medium
2018-06-25,South,3.53,138,Medium
2018-07-02,South,3.8,182,Medium
2018-07-09,South,3.58,187,Medium
2018-07-16,South,3.77,182,Medium
2018-07-23,South,3.86,175,Medium
2018-07-30,South,4.13,213,Medium
2018-08-06,South,3.74,142,Medium
2018-08-13,South,3.56,190,Medium
2018-08-20,South,3.5,142,Medium
2018-08-27,South,3.94,193,Medium
2018-09-03,South,3.42,164,Medium
2018-09-10,South,3.26,151,Medium
2018-09-17,South,3.89,179,Medium
2018-09-24,South,4.13,172,Medium
2018-10-01,South,3.89,171,Medium
2018-10-08,South,3.47,133,Medium
2018-10-15,South,2.93,143,Low
2018-10-22,South,3.26,167,Medium
2018-10-29,South,3.09,154,Medium
2018-11-05,South,3.99,183,Medium
2018-11-12,South,3.24,136,Medium
2018-11-19,South,3.54,148,Medium
2018-11-26,South,3.09,139,Medium
2018-12-03,South,3.48,180,Medium
2018-12-10,South,3.44,142,Medium
2018-12-17,South,3.85,147,Medium
2018-12-24,South,7.47,404,High
2018-12-31,South,7.11,362,High
2019-01-07,South,6.5,347,High
2019-01-14,South,5.98,283,High
2019-01-21,South,10.98,575,Very High
2019-01-28,South,10.58,512,Very High
2019-02-04,South,9.14,436,Very High
2019-02-11,South,8.33,421,Very High
2019-02-18,South,7.13,359,High
2019-02-25,South,5.95,273,High
2019-03-04,South,5.81,251,High
2019-03-11,South,4.97,250,Medium
2019-03-18,South,4.96,203,Medium
2019-03-25,South,3.68,168,Medium
2019-04-01,South,3.71,187,Medium
2019-04-08,South,3.36,176,Medium
2019-04-15,South,3.7,194,Medium
2019-04-22,South,3.41,165,Medium
2019-04-29,South,3.16,134,Medium
2019-05-06,South,3.16,173,Medium
2019-05-13,South,3.45,136,Medium
2019-05-20,South,3.31,144,Medium
2019-05-27,South,3.27,150,Medium
2019-06-03,South,3.59,153,Medium
2019-06-10,South,2.95,154,Low
2019-06-17,South,3.65,190,Medium
2019-06-24,South,3.89,210,Medium
2019-07-01,South,3.47,138,Medium
2019-07-08,South,3.63,168,Medium
2019-07-15,South,3.48,141,Medium
2019-07-22,South,3.31,128,Medium
2019-07-29,South,3.65,147,Medium
2019-08-05,South,3.42,154,Medium
2019-08-12,South,3.49,149,Medium
2019-08-19,South,3.61,174,Medium
2019-08-26,South,3.1,152,Medium
2019-09-02,South,2.91,111,Low
2019-09-09,South,4.12,188,Medium
2019-09-16,South,3.63,187,Medium
2019-09-23,South,3.58,168,Medium
2019-09-30,South,3.3,126,Medium
2019-10-07,South,3.64,159,Medium
2019-10-14,South,3.29,130,Medium
2019-10-21,South,3.71,200,Medium
2019-10-28,South,3.65,176,Medium
2019-11-04,South,3.6,154,Medium
2019-11-11,South,3.68,179,Medium
2019-11-18,South,3.38,185,Medium
2019-11-25,South,3.41,155,Medium
2019-12-02,South,3.72,150,Medium
2019-12-09,South,3.08,168,Medium
2019-12-16,South,3.54,161,Medium
2019-12-23,South,7.55,328,High
2019-12-30,South,6.56,358,High
2020-01-06,South,4.57,183,Medium
2020-01-13,South,4.14,192,Medium
2020-01-20,South,6.79,306,High
2020-01-27,South,6.8,316,High
2020-02-03,South,5.85,248,High
2020-02-10,South,5.52,290,High
2020-02-17,South,4.42,189,Medium
2020-02-24,South,3.45,153,Medium
2020-03-02,South,3.67,200,Medium
2020-03-09,South,3.23,139,Medium
2020-03-16,South,2.92,130,Low
2020-03-23,South,3.05,151,Medium
2020-03-30,South,2.96,146,Low
2020-04-06,South,2.59,114,Low
2020-04-13,South,2.64,132,Low
2020-04-20,South,2.1,92,Low
2020-04-27,South,1.99,94,Low
2020-05-04,South,2.5,133,Low
2020-05-11,South,1.92,74,Low
2020-05-18,South,1.88,75,Low
2020-05-25,South,3.31,167,Medium
2020-06-01,South,2.33,120,Low
2020-06-08,South,2.14,103,Low
2020-06-15,South,2.1,105,Low
2020-06-22,South,1.8,78,Low
2020-06-29,South,2.4,112,Low
2020-07-06,South,2.2,90,Low
2020-07-13,South,2.65,101,Low
2020-07-20,South,2.49,105,Low
2020-07-27,South,2.19,87,Low
2020-08-03,South,1.62,68,Low
2020-08-10,South,2.33,96,Low
2020-08-17,South,2.3,102,Low
2020-08-24,South,1.55,67,Low
2020-08-31,South,2.45,94,Low
2020-09-07,South,1.9,96,Low
2020-09-14,South,2.67,143,Low
2020-09-21,South,2.27,106,Low
2020-09-28,South,2.09,106,Low
2020-10-05,South,2.38,124,Low
2020-10-12,South,2.35,106,Low
2020-10-19,South,2.34,121,Low
2020-10-26,South,2.61,140,Low
2020-11-02,South,1.68,91,Low
2020-11-09,South,2.4,94,Low
2020-11-16,South,2.06,79,Low
2020-11-23,South,2.21,114,Low
2020-11-30,South,2.8,147,Low
2020-12-07,South,2.03,86,Low
2020-12-14,South,2.44,94,Low
2020-12-21,South,4.93,209,Medium
2020-12-28,South,4.72,213,Medium
2021-01-04,South,6.27,267,High
2021-01-11,South,5.99,270,High
2021-01-18,South,5.69,265,High
2021-01-25,South,9.31,394,Very High
2021-02-01,South,8.91,361,Very High
2021-02-08,South,8.89,423,Very High
2021-02-15,South,7.4,385,High
2021-02-22,South,6.45,351,High
2021-03-01,South,5.52,300,High
2021-03-08,South,4.71,190,Medium
2021-03-15,South,4.55,186,Medium
2021-03-22,South,4.17,200,Medium
2021-03-29,South,3.74,201,Medium
2021-04-05,South,4.52,215,Medium
2021-04-12,South,3.2,124,Medium
2021-04-19,South,3.04,157,Medium
2021-04-26,South,3.2,149,Medium
2021-05-03,South,3.28,161,Medium
2021-05-10,South,2.99,161,Low
2021-05-17,South,3.36,138,Medium
2021-05-24,South,3.39,162,Medium
2021-05-31,South,3.51,159,Medium
2021-06-07,South,3.09,123,Medium
2021-06-14,South,3.73,172,Medium
2021-06-21,South,3.49,137,Medium
2021-06-28,South,4.26,229,Medium
2021-07-05,South,3.02,130,Medium
2021-07-12,South,2.98,136,Low
2021-07-19,South,3.17,130,Medium
2021-07-26,South,3.39,143,Medium
2021-08-02,South,3.44,134,Medium
2021-08-09,South,3.49,171,Medium
2021-08-16,South,4.02,197,Medium
2021-08-23,South,2.62,142,Low
2021-08-30,South,2.67,141,Low
2021-09-06,South,3.23,140,Medium
2021-09-13,South,3.98,187,Medium
2021-09-20,South,3.53,137,Medium
2021-09-27,South,2.93,123,Low
2021-10-04,South,3.34,137,Medium
2021-10-11,South,3.21,156,Medium
2021-10-18,South,3.2,140,Medium
2021-10-25,South,3.09,157,Medium
2021-11-01,South,3.31,158,Medium
2021-11-08,South,3.65,171,Medium
2021-11-15,South,3.12,160,Medium
2021-11-22,South,3.49,158,Medium
2021-11-29,South,3.55,194,Medium
2021-12-06,South,3.73,147,Medium
2021-12-13,South,2.97,119,Low
2021-12-20,South,3.28,152,Medium
2021-12-27,South,6.27,330,High
2022-01-03,South,4.89,236,Medium
2022-01-10,South,4.63,242,Medium
2022-01-17,South,3.91,150,Medium
2022-01-24,South,7.52,313,High
2022-01-31,South,7.73,378,High
2022-02-07,South,6.52,268,High
2022-02-14,South,5.24,262,Medium
2022-02-21,South,4.72,186,Medium
2022-02-28,South,4.42,225,Medium
2022-03-07,South,3.6,154,Medium
2022-03-14,South,3.93,196,Medium
2022-03-21,South,2.68,116,Low
2022-03-28,South,3.11,120,Medium
2022-04-04,South,2.22,86,Low
2022-04-11,South,2.65,133,Low
2022-04-18,South,2.24,114,Low
2022-04-25,South,2.81,129,Low
2022-05-02,South,2.91,126,Low
2022-05-09,South,2.65,120,Low
2022-05-16,South,2.91,155,Low
2022-05-23,South,1.7,66,Low
2022-05-30,South,2.58,105,Low
2022-06-06,South,2.7,115,Low
2022-06-13,South,2.74,139,Low
2022-06-20,South,1.88,100,Low
2022-06-27,South,2.67,104,Low
2022-07-04,South,2.75,108,Low
2022-07-11,South,2.57,140,Low
2022-07-18,South,2.08,86,Low
2022-07-25,South,2.34,108,Low
2022-08-01,South,2.96,131,Low
2022-08-08,South,2.91,117,Low
2022-08-15,South,2.69,133,Low
2022-08-22,South,2.77,122,Low
2022-08-29,South,2.87,112,Low
2022-09-05,South,2.68,105,Low
2022-09-12,South,2.95,126,Low
2022-09-19,South,2.94,114,Low
2022-09-26,South,3.43,178,Medium
2022-10-03,South,2.35,90,Low
2022-10-10,South,2.36,123,Low
2022-10-17,South,1.56,73,Low
2022-10-24,South,2.66,136,Low
2022-10-31,South,3.21,149,Medium
2022-11-07,South,2.98,120,Low
2022-11-14,South,2.82,109,Low
2022-11-21,South,3.01,159,Medium
2022-11-28,South,2.7,134,Low
2022-12-05,South,2.43,109,Low
2022-12-12,South,3.31,155,Medium
2022-12-19,South,2.67,116,Low
2022-12-26,South,5.42,229,Medium
2023-01-02,South,6.78,275,High
2023-01-09,South,6.47,311,High
2023-01-16,South,6.83,339,High
2023-01-23,South,11.43,480,Very High
2023-01-30,South,11.08,422,Very High
2023-02-06,South,9.88,503,Very High
2023-02-13,South,10.0,387,Very High
2023-02-20,South,8.37,328,Very High
2023-02-27,South,7.57,384,High
2023-03-06,South,5.5,210,High
2023-03-13,South,5.82,319,High
2023-03-20,South,4.95,204,Medium
2023-03-27,South,5.15,244,Medium
2023-04-03,South,4.59,236,Medium
2023-04-10,South,4.18,222,Medium
2023-04-17,South,3.67,154,Medium
2023-04-24,South,4.07,175,Medium
2023-05-01,South,4.4,237,Medium
2023-05-08,South,4.51,246,Medium
2023-05-15,South,3.83,180,Medium
2023-05-22,South,4.83,192,Medium
2023-05-29,South,4.34,203,Medium
2023-06-05,South,3.64,195,Medium
2023-06-12,South,3.56,147,Medium
2023-06-19,South,3.9,154,Medium
2023-06-26,South,3.82,192,Medium
2023-07-03,South,4.12,205,Medium
2023-07-10,South,3.96,201,Medium
2023-07-17,South,3.85,193,Medium
2023-07-24,South,3.41,148,Medium
2023-07-31,South,4.18,227,Medium
2023-08-07,South,3.38,166,Medium
2023-08-14,South,4.34,220,Medium
2023-08-21,South,3.26,132,Medium
2023-08-28,South,3.36,158,Medium
2023-09-04,South,3.63,173,Medium
2023-09-11,South,3.79,170,Medium
2023-09-18,South,3.72,178,Medium
2023-09-25,South,3.79,190,Medium
2023-10-02,South,4.04,207,Medium
2023-10-09,South,3.64,144,Medium
2023-10-16,South,4.05,190,Medium
2023-10-23,South,3.11,154,Medium
2023-10-30,South,3.63,174,Medium
2023-11-06,South,3.35,168,Medium
2023-11-13,South,4.33,208,Medium
2023-11-20,South,3.68,161,Medium
2023-11-27,South,4.16,219,Medium
2023-12-04,South,3.29,154,Medium
2023-12-11,South,4.49,174,Medium
2023-12-18,South,3.98,164,Medium
2023-12-25,South,8.59,464,Very High
2024-01-01,South,4.95,207,Medium
2024-01-08,South,4.19,183,Medium
2024-01-15,South,4.07,181,Medium
2024-01-22,South,7.57,390,High
2024-01-29,South,6.84,306,High
2024-02-05,South,6.94,372,High
2024-02-12,South,5.96,279,High
2024-02-19,South,4.93,205,Medium
2024-02-26,South,4.93,229,Medium
2024-03-04,South,3.96,196,Medium
2024-03-11,South,3.91,203,Medium
2024-03-18,South,3.1,120,Medium
2024-03-25,South,3.21,173,Medium
2024-04-01,South,2.7,132,Low
2024-04-08,South,3.07,138,Medium
2024-04-15,South,2.0,79,Low
2024-04-22,South,2.16,112,Low
2024-04-29,South,2.52,105,Low
2024-05-06,South,2.32,96,Low
2024-05-13,South,2.4,114,Low
2024-05-20,South,2.79,135,Low
2024-05-27,South,2.39,96,Low
2024-06-03,South,2.67,142,Low
2024-06-10,South,2.23,108,Low
2024-06-17,South,1.84,89,Low
2024-06-24,South,2.82,107,Low
2024-07-01,South,3.19,152,Medium
2024-07-08,South,2.63,116,Low
2024-07-15,South,2.52,117,Low
2024-07-22,South,2.59,117,Low
2024-07-29,South,3.03,128,Medium
2024-08-05,South,2.63,116,Low
2024-08-12,South,2.84,116,Low
2024-08-19,South,2.82,121,Low
2024-08-26,South,2.93,136,Low
2024-09-02,South,2.51,135,Low
2024-09-09,South,2.36,117,Low
2024-09-16,South,2.74,116,Low
2024-09-23,South,2.9,111,Low
2024-09-30,South,2.98,147,Low
2024-10-07,South,3.08,144,Medium
2024-10-14,South,2.87,128,Low
2024-10-21,South,2.34,92,Low
2024-10-28,South,2.63,144,Low
2024-11-04,South,2.59,123,Low
2024-11-11,South,2.56,133,Low
2024-11-18,South,2.75,133,Low
2024-11-25,South,2.48,130,Low
2024-12-02,South,2.48,129,Low
2024-12-09,South,3.21,132,Medium
2024-12-16,South,2.53,115,Low
2024-12-23,South,5.47,223,Medium
2024-12-30,South,5.38,241,Medium
2025-01-06,South,6.44,342,High
2025-01-13,South,5.92,237,High
2025-01-20,South,9.97,533,Very High
2025-01-27,South,9.14,410,Very High
2025-02-03,South,9.19,497,Very High
2025-02-10,South,8.26,407,Very High
2025-02-17,South,7.51,381,High
2025-02-24,South,6.21,251,High
2025-03-03,South,6.33,265,High
2025-03-10,South,5.15,226,Medium
2025-03-17,South,4.43,230,Medium
2025-03-24,South,3.36,171,Medium
2025-03-31,South,3.69,171,Medium
2025-04-07,South,3.94,207,Medium
2025-04-14,South,4.05,216,Medium
2025-04-21,South,3.48,188,Medium
2025-04-28,South,4.01,215,Medium
2025-05-05,South,3.07,138,Medium
2025-05-12,South,3.54,155,Medium
2025-05-19,South,3.55,149,Medium
2025-05-26,South,3.6,167,Medium
2025-06-02,South,3.44,167,Medium
2025-06-09,South,3.51,159,Medium
2025-06-16,South,3.04,126,Medium
2025-06-23,South,3.86,159,Medium
2025-06-30,South,3.72,189,Medium
2025-07-07,South,3.5,184,Medium
2025-07-14,South,3.73,197,Medium
2025-07-21,South,3.87,199,Medium
2025-07-28,South,3.6,188,Medium
2025-08-04,South,4.13,186,Medium
2025-08-11,South,3.63,183,Medium
2025-08-18,South,3.09,166,Medium
2025-08-25,South,3.48,165,Medium
2025-09-01,South,3.74,156,Medium
2025-09-08,South,3.87,173,Medium
2025-09-15,South,3.45,145,Medium
2025-09-22,South,3.06,158,Medium
2025-09-29,South,3.31,129,Medium
2025-10-06,South,2.91,133,Low
2025-10-13,South,3.67,167,Medium
2025-10-20,South,3.24,149,Medium
2025-10-27,South,3.14,146,Medium
2025-11-03,South,3.7,192,Medium
2025-11-10,South,3.96,173,Medium
2025-11-17,South,3.14,164,Medium
2025-11-24,South,3.45,165,Medium
2025-12-01,South,3.32,168,Medium
2025-12-08,South,3.89,192,Medium
2025-12-15,South,3.36,157,Medium
2025-12-22,South,6.41,285,High
2025-12-29,South,6.65,364,High
2026-01-05,South,5.8,223,High
2026-01-12,South,5.0,263,Medium
2026-01-19,South,4.51,212,Medium
2026-01-26,South,8.2,425,Very High
2026-02-02,South,7.29,335,High
2026-02-09,South,6.87,287,High
2026-02-16,South,6.0,293,High
2026-02-23,South,6.29,265,High
2026-03-02,South,4.14,217,Medium
2026-03-09,South,3.96,184,Medium
2026-03-16,South,3.6,137,Medium
2026-03-23,South,3.14,146,Medium
2026-03-30,South,3.4,149,Medium
2026-04-06,South,2.83,115,Low
2026-04-13,South,2.47,127,Low
2026-04-20,South,2.95,132,Low
2026-04-27,South,2.78,105,Low
2026-05-04,South,2.63,124,Low
2026-05-11,South,3.35,142,Medium
2026-05-18,South,3.01,123,Medium
2026-05-25,South,2.97,148,Low
2026-06-01,South,3.02,119,Medium
2026-06-08,South,3.0,122,Low
2026-06-15,South,2.76,121,Low
2026-06-22,South,2.6,107,Low
2026-06-29,South,2.89,134,Low
2026-07-06,South,2.75,115,Low
2026-07-13,South,2.17,113,Low
2026-07-20,South,2.48,131,Low
2026-07-27,South,2.71,143,Low
2026-08-03,South,3.17,156,Medium
2026-08-10,South,2.89,141,Low
2018-01-01,East,7.34,378,High
2018-01-08,East,6.75,262,High
2018-01-15,East,11.69,514,Very High
2018-01-22,East,10.95,511,Very High
2018-01-29,East,10.13,408,Very High
2018-02-05,East,9.45,375,Very High
2018-02-12,East,8.13,357,Very High
2018-02-19,East,6.5,323,High
2018-02-26,East,6.06,285,High
2018-03-05,East,5.25,234,Medium
2018-03-12,East,5.67,222,High
2018-03-19,East,4.22,231,Medium
2018-03-26,East,4.95,237,Medium
2018-04-02,East,4.16,182,Medium
2018-04-09,East,3.72,190,Medium
2018-04-16,East,4.84,224,Medium
2018-04-23,East,3.65,175,Medium
2018-04-30,East,3.63,153,Medium
2018-05-07,East,4.27,215,Medium
2018-05-14,East,4.27,174,Medium
2018-05-21,East,3.85,203,Medium
2018-05-28,East,3.54,136,Medium
2018-06-04,East,3.77,178,Medium
2018-06-11,East,3.94,189,Medium
2018-06-18,East,3.49,187,Medium
2018-06-25,East,4.02,199,Medium
2018-07-02,East,4.21,228,Medium
2018-07-09,East,3.34,168,Medium
2018-07-16,East,4.22,175,Medium
2018-07-23,East,3.66,184,Medium
2018-07-30,East,4.52,206,Medium
2018-08-06,East,4.17,217,Medium
2018-08-13,East,4.11,200,Medium
2018-08-20,East,3.85,163,Medium
2018-08-27,East,4.83,187,Medium
2018-09-03,East,3.74,169,Medium
2018-09-10,East,3.55,149,Medium
2018-09-17,East,3.67,176,Medium
2018-09-24,East,4.28,167,Medium
2018-10-01,East,3.94,174,Medium
2018-10-08,East,3.88,176,Medium
2018-10-15,East,3.75,162,Medium
2018-10-22,East,3.87,208,Medium
2018-10-29,East,3.72,168,Medium
2018-11-05,East,4.14,186,Medium
2018-11-12,East,3.81,165,Medium
2018-11-19,East,3.68,165,Medium
2018-11-26,East,4.24,190,Medium
2018-12-03,East,3.56,191,Medium
2018-12-10,East,3.94,191,Medium
2018-12-17,East,7.12,273,High
2018-12-24,East,7.14,297,High
2018-12-31,East,7.16,321,High
2019-01-07,East,4.07,154,Medium
2019-01-14,East,7.16,283,High
2019-01-21,East,7.19,313,High
2019-01-28,East,6.67,278,High
2019-02-04,East,5.85,316,High
2019-02-11,East,4.75,190,Medium
2019-02-18,East,4.47,244,Medium
2019-02-25,East,4.65,224,Medium
2019-03-04,East,4.4,173,Medium
2019-03-11,East,3.52,145,Medium
2019-03-18,East,2.56,115,Low
2019-03-25,East,2.69,144,Low
2019-04-01,East,2.69,147,Low
2019-04-08,East,2.56,125,Low
2019-04-15,East,2.87,111,Low
2019-04-22,East,2.71,129,Low
2019-04-29,East,2.08,84,Low
2019-05-06,East,2.22,109,Low
2019-05-13,East,2.78,112,Low
2019-05-20,East,2.93,154,Low
2019-05-27,East,2.52,125,Low
2019-06-03,East,2.98,113,Low
2019-06-10,East,2.48,122,Low
2019-06-17,East,2.12,101,Low
2019-06-24,East,2.65,127,Low
2019-07-01,East,3.5,174,Medium
2019-07-08,East,1.99,82,Low
2019-07-15,East,2.97,157,Low
2019-07-22,East,2.63,121,Low
2019-07-29,East,2.19,86,Low
2019-08-05,East,1.77,67,Low
2019-08-12,East,1.65,68,Low
2019-08-19,East,2.24,91,Low
2019-08-26,East,2.57,115,Low
2019-09-02,East,2.74,141,Low
2019-09-09,East,2.83,149,Low
2019-09-16,East,2.54,129,Low
2019-09-23,East,2.48,132,Low
2019-09-30,East,2.31,101,Low
2019-10-07,East,2.58,98,Low
2019-10-14,East,2.2,119,Low
2019-10-21,East,2.01,96,Low
2019-10-28,East,2.46,116,Low
2019-11-04,East,2.71,116,Low
2019-11-11,East,1.94,79,Low
2019-11-18,East,2.24,110,Low
2019-11-25,East,2.45,131,Low
2019-12-02,East,2.44,126,Low
2019-12-09,East,2.62,131,Low
2019-12-16,East,5.52,291,High
2019-12-23,East,3.98,170,Medium
2019-12-30,East,5.25,253,Medium
2020-01-06,East,5.63,237,High
2020-01-13,East,8.89,420,Very High
2020-01-20,East,8.18,395,Very High
2020-01-27,East,7.26,377,High
2020-02-03,East,7.09,335,High
2020-02-10,East,6.13,282,High
2020-02-17,East,5.21,216,Medium
2020-02-24,East,4.99,198,Medium
2020-03-02,East,4.52,217,Medium
2020-03-09,East,2.77,140,Low
2020-03-16,East,3.91,200,Medium
2020-03-23,East,2.93,116,Low
2020-03-30,East,3.48,176,Medium
2020-04-06,East,2.84,150,Low
2020-04-13,East,2.97,147,Low
2020-04-20,East,3.0,150,Medium
2020-04-27,East,3.25,128,Medium
2020-05-04,East,3.09,129,Medium
2020-05-11,East,2.71,137,Low
2020-05-18,East,2.08,98,Low
2020-05-25,East,3.0,121,Medium
2020-06-01,East,2.88,151,Low
2020-06-08,East,2.37,105,Low
2020-06-15,East,2.92,114,Low
2020-06-22,East,2.83,118,Low
2020-06-29,East,3.31,165,Medium
2020-07-06,East,3.53,134,Medium
2020-07-13,East,3.18,155,Medium
2020-07-20,East,2.81,150,Low
2020-07-27,East,2.86,130,Low
2020-08-03,East,2.54,124,Low
2020-08-10,East,2.6,109,Low
2020-08-17,East,2.79,110,Low
2020-08-24,East,2.75,141,Low
2020-08-31,East,2.36,109,Low
2020-09-07,East,3.32,134,Medium
2020-09-14,East,3.37,143,Medium
2020-09-21,East,3.3,150,Medium
2020-09-28,East,3.39,179,Medium
2020-10-05,East,3.65,166,Medium
2020-10-12,East,2.55,104,Low
2020-10-19,East,3.63,165,Medium
2020-10-26,East,2.7,146,Low
2020-11-02,East,3.06,153,Medium
2020-11-09,East,2.28,121,Low
2020-11-16,East,2.66,128,Low
2020-11-23,East,3.19,135,Medium
2020-11-30,East,3.08,122,Medium
2020-12-07,East,2.69,138,Low
2020-12-14,East,5.68,246,High
2020-12-21,East,5.35,244,Medium
2020-12-28,East,5.71,306,High
2021-01-04,East,3.58,194,Medium
2021-01-11,East,4.52,175,Medium
