week_start_date,sku_id,plant_id,region,quantity_sold,price,promotion_flag,sales_value
2024-09-30,MED002,PLANT_CHE,South,3068,6.2,0,19021.7
2024-10-07,MED002,PLANT_CHE,South,3126,6.2,0,19379.75
2024-10-14,MED002,PLANT_CHE,South,3360,6.2,0,20831.73
2024-10-21,MED002,PLANT_CHE,South,3527,6.2,0,21867.6
2024-10-28,MED002,PLANT_CHE,South,4227,5.27,1,22275.42
2024-11-04,MED002,PLANT_CHE,South,3128,6.2,0,19390.71
2024-11-11,MED002,PLANT_CHE,South,3396,6.2,0,21052.22
2024-11-18,MED002,PLANT_CHE,South,3486,6.2,0,21611.91
2024-11-25,MED002,PLANT_CHE,South,3888,6.2,0,24106.61
2024-12-02,MED002,PLANT_CHE,South,3722,6.2,0,23077.05
2024-12-09,MED002,PLANT_CHE,South,3411,6.2,0,21148.79
2024-12-16,MED002,PLANT_CHE,South,3843,6.2,0,23826.87
2024-12-23,MED002,PLANT_CHE,South,3789,6.2,0,23492.23
2024-12-30,MED002,PLANT_CHE,South,4586,6.2,0,28430.52
2025-01-06,MED002,PLANT_CHE,South,4554,6.2,0,28233.66
2025-01-13,MED002,PLANT_CHE,South,5007,6.2,0,31045.59
2025-01-20,MED002,PLANT_CHE,South,6467,5.27,1,34079.96
2025-01-27,MED002,PLANT_CHE,South,5933,6.2,0,36786.53
2025-02-03,MED002,PLANT_CHE,South,6087,6.2,0,37737.92
2025-02-10,MED002,PLANT_CHE,South,5366,6.2,0,33271.97
2025-02-17,MED002,PLANT_CHE,South,5538,6.2,0,34332.62
2025-02-24,MED002,PLANT_CHE,South,5587,6.2,0,34637.74
2025-03-03,MED002,PLANT_CHE,South,4571,6.2,0,28337.75
2025-03-10,MED002,PLANT_CHE,South,4348,6.2,0,26955.39
2025-03-17,MED002,PLANT_CHE,South,5318,6.2,0,32970.39
2025-03-24,MED002,PLANT_CHE,South,4606,6.2,0,28559.05
2025-03-31,MED002,PLANT_CHE,South,3822,6.2,0,23694.29
2025-04-07,MED002,PLANT_CHE,South,4378,6.2,0,27142.47
2025-04-14,MED002,PLANT_CHE,South,4103,6.2,0,25437.12
2025-04-21,MED002,PLANT_CHE,South,4205,6.2,0,26070.71
2025-04-28,MED002,PLANT_CHE,South,4551,6.2,0,28216.9
2025-05-05,MED002,PLANT_CHE,South,4254,6.2,0,26374.83
2025-05-12,MED002,PLANT_CHE,South,3953,6.2,0,24509.33
2025-05-19,MED002,PLANT_CHE,South,3882,6.2,0,24070.61
2025-05-26,MED002,PLANT_CHE,South,4079,6.2,0,25290.62
2025-06-02,MED002,PLANT_CHE,South,4184,6.2,0,25938.97
2025-06-09,MED002,PLANT_CHE,South,3922,6.2,0,24315.97
2025-06-16,MED002,PLANT_CHE,South,4557,6.2,0,28252.72
2025-06-23,MED002,PLANT_CHE,South,3613,6.2,0,22397.88
2025-06-30,MED002,PLANT_CHE,South,3785,6.2,0,23465.79
2025-07-07,MED002,PLANT_CHE,South,3861,6.2,0,23940.37
2025-07-14,MED002,PLANT_CHE,South,4311,6.2,0,26728.16
2025-07-21,MED002,PLANT_CHE,South,4032,6.2,0,24995.78
2025-07-28,MED002,PLANT_CHE,South,3726,6.2,0,23099.69
2025-08-04,MED002,PLANT_CHE,South,3559,6.2,0,22063.36
2025-08-11,MED002,PLANT_CHE,South,3716,6.2,0,23037.48
2025-08-18,MED002,PLANT_CHE,South,3446,6.2,0,21367.42
2025-08-25,MED002,PLANT_CHE,South,3429,6.2,0,21258.81
2025-09-01,MED002,PLANT_CHE,South,3545,6.2,0,21976.67
2025-09-08,MED002,PLANT_CHE,South,3785,6.2,0,23466.75
2025-09-15,MED002,PLANT_CHE,South,3753,6.2,0,23269.12
2025-09-22,MED002,PLANT_CHE,South,3448,6.2,0,21375.65
2025-09-29,MED002,PLANT_CHE,South,3751,6.2,0,23255.29
2025-10-06,MED002,PLANT_CHE,South,3358,6.2,0,20819.92
2025-10-13,MED002,PLANT_CHE,South,3134,6.2,0,19428.42
2025-10-20,MED002,PLANT_CHE,South,3667,6.2,0,22738.19
2025-10-27,MED002,PLANT_CHE,South,3754,6.2,0,23274.43
2025-11-03,MED002,PLANT_CHE,South,3516,6.2,0,21799.22
2025-11-10,MED002,PLANT_CHE,South,3417,6.2,0,21182.95
2025-11-17,MED002,PLANT_CHE,South,3835,6.2,0,23778.88
2025-11-24,MED002,PLANT_CHE,South,3684,6.2,0,22839.33
2025-12-01,MED002,PLANT_CHE,South,3833,6.2,0,23763.91
2025-12-08,MED002,PLANT_CHE,South,3794,6.2,0,23522.77
2025-12-15,MED002,PLANT_CHE,South,4248,6.2,0,26334.81
2025-12-22,MED002,PLANT_CHE,South,3609,6.2,0,22378.58
2025-12-29,MED002,PLANT_CHE,South,3948,6.2,0,24478.04
2026-01-05,MED002,PLANT_CHE,South,4350,6.2,0,26969.57
2026-01-12,MED002,PLANT_CHE,South,4343,6.2,0,26928.96
2026-01-19,MED002,PLANT_CHE,South,4766,6.2,0,29547.18
2026-01-26,MED002,PLANT_CHE,South,4348,6.2,0,26957.11
2026-02-02,MED002,PLANT_CHE,South,6118,6.2,0,37931.91
2026-02-09,MED002,PLANT_CHE,South,4989,6.2,0,30933.02
2026-02-16,MED002,PLANT_CHE,South,5781,6.2,0,35844.36
2026-02-23,MED002,PLANT_CHE,South,4783,6.2,0,29657.45
2026-03-02,MED002,PLANT_CHE,South,5912,5.27,1,31156.45
2026-03-09,MED002,PLANT_CHE,South,4363,6.2,0,27049.39
2026-03-16,MED002,PLANT_CHE,South,4407,6.2,0,27324.26
2026-03-23,MED002,PLANT_CHE,South,4448,6.2,0,27577.44
2026-03-30,MED002,PLANT_CHE,South,4276,6.2,0,26512.49
2026-04-06,MED002,PLANT_CHE,South,4199,6.2,0,26034.76
2026-04-13,MED002,PLANT_CHE,South,4229,6.2,0,26220.23
2026-04-20,MED002,PLANT_CHE,South,4164,6.2,0,25816.07
2026-04-27,MED002,PLANT_CHE,South,3998,6.2,0,24787.28
2026-05-04,MED002,PLANT_CHE,South,4356,6.2,0,27010.15
2026-05-11,MED002,PLANT_CHE,South,4426,6.2,0,27442.18
2026-05-18,MED002,PLANT_CHE,South,4935,5.27,1,26009.01
2026-05-25,MED002,PLANT_CHE,South,4184,6.2,0,25938.73
2026-06-01,MED002,PLANT_CHE,South,4190,6.2,0,25979.57
2026-06-08,MED002,PLANT_CHE,South,3727,6.2,0,23104.49
2026-06-15,MED002,PLANT_CHE,South,4261,6.2,0,26415.62
2026-06-22,MED002,PLANT_CHE,South,4153,6.2,0,25750.32
2026-06-29,MED002,PLANT_CHE,South,3945,6.2,0,24459.25
2026-07-06,MED002,PLANT_CHE,South,5407,5.27,1,28493.93
2026-07-13,MED002,PLANT_CHE,South,3869,6.2,0,23985.97
2026-07-20,MED002,PLANT_CHE,South,3756,6.2,0,23287.75
2026-07-27,MED002,PLANT_CHE,South,4013,6.2,0,24880.4
2026-08-03,MED002,PLANT_CHE,South,3828,6.2,0,23731.14
2026-08-10,MED002,PLANT_CHE,South,3352,6.2,0,20779.32
2018-01-01,MED002,PLANT_KOL,East,4046,6.2,0,25087.58
2018-01-08,MED002,PLANT_KOL,East,4301,6.2,0,26664.78
2018-01-15,MED002,PLANT_KOL,East,3605,6.2,0,22351.98
2018-01-22,MED002,PLANT_KOL,East,5293,6.2,0,32816.67
2018-01-29,MED002,PLANT_KOL,East,4794,6.2,0,29723.18
2018-02-05,MED002,PLANT_KOL,East,5094,6.2,0,31584.51
2018-02-12,MED002,PLANT_KOL,East,4377,6.2,0,27136.94
2018-02-19,MED002,PLANT_KOL,East,4885,6.2,0,30287.94
2018-02-26,MED002,PLANT_KOL,East,4554,6.2,0,28235.46
2018-03-05,MED002,PLANT_KOL,East,4003,6.2,0,24821.36
2018-03-12,MED002,PLANT_KOL,East,3979,6.2,0,24671.2
2018-03-19,MED002,PLANT_KOL,East,4119,6.2,0,25534.78
2018-03-26,MED002,PLANT_KOL,East,3130,6.2,0,19404.16
2018-04-02,MED002,PLANT_KOL,East,3594,6.2,0,22283.59
2018-04-09,MED002,PLANT_KOL,East,4054,6.2,0,25135.3
2018-04-16,MED002,PLANT_KOL,East,3527,6.2,0,21866.48
2018-04-23,MED002,PLANT_KOL,East,3712,6.2,0,23016.99
2018-04-30,MED002,PLANT_KOL,East,3387,6.2,0,20997.52
2018-05-07,MED002,PLANT_KOL,East,3726,6.2,0,23099.61
2018-05-14,MED002,PLANT_KOL,East,4017,6.2,0,24903.69
2018-05-21,MED002,PLANT_KOL,East,3886,6.2,0,24096.01
2018-05-28,MED002,PLANT_KOL,East,3052,6.2,0,18920.02
2018-06-04,MED002,PLANT_KOL,East,3500,6.2,0,21698.51
2018-06-11,MED002,PLANT_KOL,East,3395,6.2,0,21048.26
2018-06-18,MED002,PLANT_KOL,East,3206,6.2,0,19880.2
2018-06-25,MED002,PLANT_KOL,East,3613,6.2,0,22400.64
2018-07-02,MED002,PLANT_KOL,East,3345,6.2,0,20740.86
2018-07-09,MED002,PLANT_KOL,East,3155,6.2,0,19562.86
2018-07-16,MED002,PLANT_KOL,East,3434,6.2,0,21293.2
2018-07-23,MED002,PLANT_KOL,East,3369,6.2,0,20890.82
2018-07-30,MED002,PLANT_KOL,East,4088,5.27,1,21544.23
2018-08-06,MED002,PLANT_KOL,East,3232,6.2,0,20036.55
2018-08-13,MED002,PLANT_KOL,East,3182,6.2,0,19729.25
2018-08-20,MED002,PLANT_KOL,East,3176,6.2,0,19689.88
2018-08-27,MED002,PLANT_KOL,East,3082,6.2,0,19111.31
2018-09-03,MED002,PLANT_KOL,East,3152,6.2,0,19542.34
2018-09-10,MED002,PLANT_KOL,East,3609,5.27,1,19019.26
2018-09-17,MED002,PLANT_KOL,East,3104,6.2,0,19243.16
2018-09-24,MED002,PLANT_KOL,East,2850,6.2,0,17669.18
2018-10-01,MED002,PLANT_KOL,East,3055,6.2,0,18942.3
2018-10-08,MED002,PLANT_KOL,East,2983,6.2,0,18492.5
2018-10-15,MED002,PLANT_KOL,East,3221,6.2,0,19971.18
2018-10-22,MED002,PLANT_KOL,East,2999,6.2,0,18591.22
2018-10-29,MED002,PLANT_KOL,East,3389,6.2,0,21012.86
2018-11-05,MED002,PLANT_KOL,East,2943,6.2,0,18249.43
2018-11-12,MED002,PLANT_KOL,East,3046,6.2,0,18887.84
2018-11-19,MED002,PLANT_KOL,East,3377,6.2,0,20938.32
2018-11-26,MED002,PLANT_KOL,East,3213,6.2,0,19919.98
2018-12-03,MED002,PLANT_KOL,East,3784,6.2,0,23462.28
2018-12-10,MED002,PLANT_KOL,East,3419,6.2,0,21198.46
2018-12-17,MED002,PLANT_KOL,East,3034,6.2,0,18812.87
2018-12-24,MED002,PLANT_KOL,East,4094,6.2,0,25382.74
2018-12-31,MED002,PLANT_KOL,East,4227,6.2,0,26209.67
2019-01-07,MED002,PLANT_KOL,East,4266,6.2,0,26450.25
2019-01-14,MED002,PLANT_KOL,East,3446,6.2,0,21363.7
2019-01-21,MED002,PLANT_KOL,East,4362,6.2,0,27046.9
2019-01-28,MED002,PLANT_KOL,East,4432,6.2,0,27481.24
2019-02-04,MED002,PLANT_KOL,East,4126,6.2,0,25582.41
2019-02-11,MED002,PLANT_KOL,East,4370,6.2,0,27096.97
2019-02-18,MED002,PLANT_KOL,East,4245,6.2,0,26319.63
2019-02-25,MED002,PLANT_KOL,East,4457,5.27,1,23487.79
2019-03-04,MED002,PLANT_KOL,East,3612,6.2,0,22396.53
2019-03-11,MED002,PLANT_KOL,East,4506,6.2,0,27937.89
2019-03-18,MED002,PLANT_KOL,East,3402,6.2,0,21093.59
2019-03-25,MED002,PLANT_KOL,East,3348,6.2,0,20758.03
2019-04-01,MED002,PLANT_KOL,East,3895,6.2,0,24151.87
2019-04-08,MED002,PLANT_KOL,East,3530,6.2,0,21884.93
2019-04-15,MED002,PLANT_KOL,East,3388,6.2,0,21007.88
2019-04-22,MED002,PLANT_KOL,East,3506,6.2,0,21738.82
2019-04-29,MED002,PLANT_KOL,East,3927,6.2,0,24346.64
2019-05-06,MED002,PLANT_KOL,East,3481,6.2,0,21581.63
2019-05-13,MED002,PLANT_KOL,East,3483,6.2,0,21596.45
2019-05-20,MED002,PLANT_KOL,East,3278,6.2,0,20322.0
2019-05-27,MED002,PLANT_KOL,East,3391,6.2,0,21023.06
2019-06-03,MED002,PLANT_KOL,East,3175,6.2,0,19686.2
2019-06-10,MED002,PLANT_KOL,East,3510,6.2,0,21761.09
2019-06-17,MED002,PLANT_KOL,East,3902,5.27,1,20563.03
2019-06-24,MED002,PLANT_KOL,East,2897,6.2,0,17961.66
2019-07-01,MED002,PLANT_KOL,East,3206,6.2,0,19877.33
2019-07-08,MED002,PLANT_KOL,East,3474,6.2,0,21540.07
2019-07-15,MED002,PLANT_KOL,East,3369,6.2,0,20890.44
2019-07-22,MED002,PLANT_KOL,East,3027,6.2,0,18764.33
2019-07-29,MED002,PLANT_KOL,East,3023,6.2,0,18743.96
2019-08-05,MED002,PLANT_KOL,East,3136,6.2,0,19440.98
2019-08-12,MED002,PLANT_KOL,East,2938,6.2,0,18213.08
2019-08-19,MED002,PLANT_KOL,East,3155,6.2,0,19559.86
2019-08-26,MED002,PLANT_KOL,East,2905,6.2,0,18008.23
2019-09-02,MED002,PLANT_KOL,East,2742,6.2,0,17002.47
2019-09-09,MED002,PLANT_KOL,East,2920,6.2,0,18106.7
2019-09-16,MED002,PLANT_KOL,East,2622,6.2,0,16257.26
2019-09-23,MED002,PLANT_KOL,East,2901,6.2,0,17984.69
2019-09-30,MED002,PLANT_KOL,East,2932,6.2,0,18176.33
2019-10-07,MED002,PLANT_KOL,East,2736,6.2,0,16963.17
2019-10-14,MED002,PLANT_KOL,East,2935,6.2,0,18197.47
2019-10-21,MED002,PLANT_KOL,East,2838,6.2,0,17593.14
2019-10-28,MED002,PLANT_KOL,East,2763,6.2,0,17133.01
2019-11-04,MED002,PLANT_KOL,East,2647,6.2,0,16413.56
2019-11-11,MED002,PLANT_KOL,East,2708,6.2,0,16788.71
2019-11-18,MED002,PLANT_KOL,East,3265,6.2,0,20241.46
2019-11-25,MED002,PLANT_KOL,East,2948,6.2,0,18279.39
2019-12-02,MED002,PLANT_KOL,East,3107,6.2,0,19263.54
2019-12-09,MED002,PLANT_KOL,East,3040,6.2,0,18846.27
2019-12-16,MED002,PLANT_KOL,East,3422,6.2,0,21217.86
2019-12-23,MED002,PLANT_KOL,East,3598,6.2,0,22305.46
2019-12-30,MED002,PLANT_KOL,East,3451,6.2,0,21398.48
2020-01-06,MED002,PLANT_KOL,East,3690,6.2,0,22875.12
2020-01-13,MED002,PLANT_KOL,East,4193,6.2,0,25994.51
2020-01-20,MED002,PLANT_KOL,East,4947,6.2,0,30672.93
2020-01-27,MED002,PLANT_KOL,East,4718,6.2,0,29249.35
2020-02-03,MED002,PLANT_KOL,East,4178,6.2,0,25905.79
2020-02-10,MED002,PLANT_KOL,East,5098,6.2,0,31605.85
2020-02-17,MED002,PLANT_KOL,East,4246,6.2,0,26328.18
2020-02-24,MED002,PLANT_KOL,East,3838,6.2,0,23794.66
2020-03-02,MED002,PLANT_KOL,East,3656,6.2,0,22666.94
2020-03-09,MED002,PLANT_KOL,East,3601,6.2,0,22323.5
2020-03-16,MED002,PLANT_KOL,East,3524,6.2,0,21848.57
2020-03-23,MED002,PLANT_KOL,East,4718,5.27,1,24861.38
2020-03-30,MED002,PLANT_KOL,East,3699,6.2,0,22935.27
2020-04-06,MED002,PLANT_KOL,East,3494,6.2,0,21665.28
2020-04-13,MED002,PLANT_KOL,East,3654,6.2,0,22653.2
2020-04-20,MED002,PLANT_KOL,East,3466,6.2,0,21487.8
2020-04-27,MED002,PLANT_KOL,East,3314,6.2,0,20549.1
2020-05-04,MED002,PLANT_KOL,East,3485,6.2,0,21605.57
2020-05-11,MED002,PLANT_KOL,East,3463,6.2,0,21467.84
2020-05-18,MED002,PLANT_KOL,East,3316,6.2,0,20560.08
2020-05-25,MED002,PLANT_KOL,East,3492,6.2,0,21648.96
2020-06-01,MED002,PLANT_KOL,East,3250,6.2,0,20150.4
2020-06-08,MED002,PLANT_KOL,East,3290,6.2,0,20396.64
2020-06-15,MED002,PLANT_KOL,East,3216,6.2,0,19937.12
2020-06-22,MED002,PLANT_KOL,East,3257,6.2,0,20192.09
2020-06-29,MED002,PLANT_KOL,East,3151,6.2,0,19535.41
2020-07-06,MED002,PLANT_KOL,East,3186,6.2,0,19755.67
2020-07-13,MED002,PLANT_KOL,East,3503,6.2,0,21718.25
2020-07-20,MED002,PLANT_KOL,East,2970,6.2,0,18416.76
2020-07-27,MED002,PLANT_KOL,East,3094,6.2,0,19185.52
2020-08-03,MED002,PLANT_KOL,East,2789,6.2,0,17292.82
2020-08-10,MED002,PLANT_KOL,East,3729,5.27,1,19651.23
2020-08-17,MED002,PLANT_KOL,East,3997,5.27,1,21064.7
2020-08-24,MED002,PLANT_KOL,East,2783,6.2,0,17256.06
2020-08-31,MED002,PLANT_KOL,East,3260,6.2,0,20213.7
2020-09-07,MED002,PLANT_KOL,East,2771,6.2,0,17179.61
2020-09-14,MED002,PLANT_KOL,East,2937,6.2,0,18212.18
2020-09-21,MED002,PLANT_KOL,East,2768,6.2,0,17162.8
2020-09-28,MED002,PLANT_KOL,East,3369,6.2,0,20888.15
2020-10-05,MED002,PLANT_KOL,East,3086,6.2,0,19134.41
2020-10-12,MED002,PLANT_KOL,East,3306,5.27,1,17423.17
2020-10-19,MED002,PLANT_KOL,East,2952,6.2,0,18300.76
2020-10-26,MED002,PLANT_KOL,East,3039,6.2,0,18843.68
2020-11-02,MED002,PLANT_KOL,East,2915,6.2,0,18076.03
2020-11-09,MED002,PLANT_KOL,East,2828,6.2,0,17533.73
2020-11-16,MED002,PLANT_KOL,East,3048,6.2,0,18895.52
2020-11-23,MED002,PLANT_KOL,East,2801,6.2,0,17363.82
2020-11-30,MED002,PLANT_KOL,East,4272,5.27,1,22512.48
2020-12-07,MED002,PLANT_KOL,East,2736,6.2,0,16961.06
2020-12-14,MED002,PLANT_KOL,East,2927,6.2,0,18146.76
2020-12-21,MED002,PLANT_KOL,East,3687,6.2,0,22862.19
2020-12-28,MED002,PLANT_KOL,East,4105,6.2,0,25452.91
2021-01-04,MED002,PLANT_KOL,East,4243,6.2,0,26308.45
2021-01-11,MED002,PLANT_KOL,East,3549,6.2,0,22003.23
2021-01-18,MED002,PLANT_KOL,East,3684,6.2,0,22842.1
2021-01-25,MED002,PLANT_KOL,East,4705,6.2,0,29169.57
2021-02-01,MED002,PLANT_KOL,East,4439,6.2,0,27524.03
2021-02-08,MED002,PLANT_KOL,East,4407,6.2,0,27324.19
2021-02-15,MED002,PLANT_KOL,East,4254,6.2,0,26374.46
2021-02-22,MED002,PLANT_KOL,East,4720,5.27,1,24875.4
2021-03-01,MED002,PLANT_KOL,East,4069,6.2,0,25225.98
2021-03-08,MED002,PLANT_KOL,East,3990,6.2,0,24737.14
2021-03-15,MED002,PLANT_KOL,East,3513,6.2,0,21780.83
2021-03-22,MED002,PLANT_KOL,East,3898,6.2,0,24168.36
2021-03-29,MED002,PLANT_KOL,East,3764,6.2,0,23339.28
2021-04-05,MED002,PLANT_KOL,East,3882,6.2,0,24070.9
2021-04-12,MED002,PLANT_KOL,East,3507,6.2,0,21740.93
2021-04-19,MED002,PLANT_KOL,East,3372,6.2,0,20907.67
2021-04-26,MED002,PLANT_KOL,East,3330,6.2,0,20648.92
2021-05-03,MED002,PLANT_KOL,East,3669,6.2,0,22745.27
2021-05-10,MED002,PLANT_KOL,East,3186,6.2,0,19754.99
2021-05-17,MED002,PLANT_KOL,East,3176,6.2,0,19689.65
2021-05-24,MED002,PLANT_KOL,East,3349,6.2,0,20762.12
2021-05-31,MED002,PLANT_KOL,East,3494,6.2,0,21660.95
2021-06-07,MED002,PLANT_KOL,East,3251,6.2,0,20156.17
2021-06-14,MED002,PLANT_KOL,East,3607,6.2,0,22364.42
2021-06-21,MED002,PLANT_KOL,East,3612,6.2,0,22391.71
2021-06-28,MED002,PLANT_KOL,East,2779,6.2,0,17229.48
2021-07-05,MED002,PLANT_KOL,East,3355,6.2,0,20802.17
2021-07-12,MED002,PLANT_KOL,East,3118,6.2,0,19330.97
2021-07-19,MED002,PLANT_KOL,East,3370,6.2,0,20894.78
2021-07-26,MED002,PLANT_KOL,East,3248,6.2,0,20136.22
2021-08-02,MED002,PLANT_KOL,East,3152,6.2,0,19542.53
2021-08-09,MED002,PLANT_KOL,East,3063,6.2,0,18993.59
2021-08-16,MED002,PLANT_KOL,East,2771,6.2,0,17181.08
2021-08-23,MED002,PLANT_KOL,East,3466,6.2,0,21489.44
2021-08-30,MED002,PLANT_KOL,East,2787,6.2,0,17282.22
2021-09-06,MED002,PLANT_KOL,East,3313,6.2,0,20538.83
2021-09-13,MED002,PLANT_KOL,East,3107,6.2,0,19265.2
2021-09-20,MED002,PLANT_KOL,East,2882,6.2,0,17868.65
2021-09-27,MED002,PLANT_KOL,East,2852,6.2,0,17682.4
2021-10-04,MED002,PLANT_KOL,East,2684,6.2,0,16640.44
2021-10-11,MED002,PLANT_KOL,East,2983,6.2,0,18494.1
2021-10-18,MED002,PLANT_KOL,East,2692,6.2,0,16689.96
2021-10-25,MED002,PLANT_KOL,East,3217,6.2,0,19946.5
2021-11-01,MED002,PLANT_KOL,East,3071,6.2,0,19041.32
2021-11-08,MED002,PLANT_KOL,East,3039,6.2,0,18841.46
2021-11-15,MED002,PLANT_KOL,East,3090,6.2,0,19158.0
2021-11-22,MED002,PLANT_KOL,East,3162,6.2,0,19604.68
2021-11-29,MED002,PLANT_KOL,East,3072,6.2,0,19045.06
2021-12-06,MED002,PLANT_KOL,East,3132,6.2,0,19419.76
2021-12-13,MED002,PLANT_KOL,East,3578,6.2,0,22180.59
2021-12-20,MED002,PLANT_KOL,East,3461,6.2,0,21460.56
2021-12-27,MED002,PLANT_KOL,East,3765,6.2,0,23345.99
2022-01-03,MED002,PLANT_KOL,East,3648,6.2,0,22615.45
2022-01-10,MED002,PLANT_KOL,East,4000,6.2,0,24802.93
2022-01-17,MED002,PLANT_KOL,East,4603,6.2,0,28536.55
2022-01-24,MED002,PLANT_KOL,East,5881,6.2,0,36462.85
2022-01-31,MED002,PLANT_KOL,East,5610,6.2,0,34781.34
2022-02-07,MED002,PLANT_KOL,East,5357,6.2,0,33215.07
2022-02-14,MED002,PLANT_KOL,East,4778,6.2,0,29621.28
2022-02-21,MED002,PLANT_KOL,East,4576,6.2,0,28368.9
2022-02-28,MED002,PLANT_KOL,East,5146,6.2,0,31905.18
2022-03-07,MED002,PLANT_KOL,East,4093,6.2,0,25378.47
2022-03-14,MED002,PLANT_KOL,East,4910,6.2,0,30439.03
2022-03-21,MED002,PLANT_KOL,East,4627,6.2,0,28688.02
2022-03-28,MED002,PLANT_KOL,East,4284,6.2,0,26559.39
2022-04-04,MED002,PLANT_KOL,East,4148,6.2,0,25719.03
2022-04-11,MED002,PLANT_KOL,East,3797,6.2,0,23539.93
2022-04-18,MED002,PLANT_KOL,East,3685,6.2,0,22847.51
2022-04-25,MED002,PLANT_KOL,East,3818,6.2,0,23671.07
2022-05-02,MED002,PLANT_KOL,East,3509,6.2,0,21752.91
2022-05-09,MED002,PLANT_KOL,East,3648,6.2,0,22616.36
2022-05-16,MED002,PLANT_KOL,East,3799,6.2,0,23556.63
2022-05-23,MED002,PLANT_KOL,East,3757,6.2,0,23295.89
2022-05-30,MED002,PLANT_KOL,East,3890,6.2,0,24119.95
2022-06-06,MED002,PLANT_KOL,East,4022,6.2,0,24939.02
2022-06-13,MED002,PLANT_KOL,East,3685,6.2,0,22845.12
2022-06-20,MED002,PLANT_KOL,East,3651,6.2,0,22639.05
2022-06-27,MED002,PLANT_KOL,East,4120,5.27,1,21712.08
2022-07-04,MED002,PLANT_KOL,East,3603,6.2,0,22337.64
2022-07-11,MED002,PLANT_KOL,East,3451,6.2,0,21396.13
2022-07-18,MED002,PLANT_KOL,East,3330,6.2,0,20648.3
2022-07-25,MED002,PLANT_KOL,East,3702,6.2,0,22954.71
2022-08-01,MED002,PLANT_KOL,East,3127,6.2,0,19384.68
2022-08-08,MED002,PLANT_KOL,East,3763,6.2,0,23327.86
2022-08-15,MED002,PLANT_KOL,East,3073,6.2,0,19054.41
2022-08-22,MED002,PLANT_KOL,East,3001,6.2,0,18605.6
2022-08-29,MED002,PLANT_KOL,East,3280,6.2,0,20338.43
2022-09-05,MED002,PLANT_KOL,East,3348,6.2,0,20759.24
2022-09-12,MED002,PLANT_KOL,East,3303,6.2,0,20475.64
2022-09-19,MED002,PLANT_KOL,East,3414,6.2,0,21166.51
2022-09-26,MED002,PLANT_KOL,East,3460,6.2,0,21452.04
2022-10-03,MED002,PLANT_KOL,East,3459,6.2,0,21446.51
2022-10-10,MED002,PLANT_KOL,East,3331,6.2,0,20654.53
2022-10-17,MED002,PLANT_KOL,East,3524,6.2,0,21845.76
2022-10-24,MED002,PLANT_KOL,East,2809,6.2,0,17414.47
2022-10-31,MED002,PLANT_KOL,East,3603,5.27,1,18986.08
2022-11-07,MED002,PLANT_KOL,East,3424,6.2,0,21230.01
2022-11-14,MED002,PLANT_KOL,East,2954,6.2,0,18315.09
2022-11-21,MED002,PLANT_KOL,East,3716,6.2,0,23041.69
2022-11-28,MED002,PLANT_KOL,East,3305,6.2,0,20492.79
2022-12-05,MED002,PLANT_KOL,East,3837,6.2,0,23791.61
2022-12-12,MED002,PLANT_KOL,East,4534,5.27,1,23893.71
2022-12-19,MED002,PLANT_KOL,East,3366,6.2,0,20871.58
2022-12-26,MED002,PLANT_KOL,East,4769,6.2,0,29568.85
2023-01-02,MED002,PLANT_KOL,East,4146,6.2,0,25707.1
2023-01-09,MED002,PLANT_KOL,East,3854,6.2,0,23892.32
2023-01-16,MED002,PLANT_KOL,East,3475,6.2,0,21541.93
2023-01-23,MED002,PLANT_KOL,East,4778,6.2,0,29626.19
2023-01-30,MED002,PLANT_KOL,East,5770,6.2,0,35771.96
2023-02-06,MED002,PLANT_KOL,East,4971,6.2,0,30821.44
2023-02-13,MED002,PLANT_KOL,East,4742,6.2,0,29402.41
2023-02-20,MED002,PLANT_KOL,East,4718,6.2,0,29252.15
2023-02-27,MED002,PLANT_KOL,East,4976,6.2,0,30849.21
2023-03-06,MED002,PLANT_KOL,East,3867,6.2,0,23973.26
2023-03-13,MED002,PLANT_KOL,East,3920,6.2,0,24306.91
2023-03-20,MED002,PLANT_KOL,East,3687,6.2,0,22857.23
2023-03-27,MED002,PLANT_KOL,East,3842,6.2,0,23823.07
2023-04-03,MED002,PLANT_KOL,East,3981,6.2,0,24681.98
2023-04-10,MED002,PLANT_KOL,East,3883,6.2,0,24071.71
2023-04-17,MED002,PLANT_KOL,East,3752,6.2,0,23264.31
2023-04-24,MED002,PLANT_KOL,East,4013,6.2,0,24882.49
2023-05-01,MED002,PLANT_KOL,East,3862,6.2,0,23943.65
2023-05-08,MED002,PLANT_KOL,East,3672,6.2,0,22764.62
2023-05-15,MED002,PLANT_KOL,East,3757,6.2,0,23296.36
2023-05-22,MED002,PLANT_KOL,East,3613,6.2,0,22399.18
2023-05-29,MED002,PLANT_KOL,East,4656,5.27,1,24539.2
2023-06-05,MED002,PLANT_KOL,East,3441,6.2,0,21332.12
2023-06-12,MED002,PLANT_KOL,East,4769,5.27,1,25132.86
2023-06-19,MED002,PLANT_KOL,East,3522,6.2,0,21833.87
2023-06-26,MED002,PLANT_KOL,East,4161,5.27,1,21928.41
2023-07-03,MED002,PLANT_KOL,East,3488,6.2,0,21628.17
2023-07-10,MED002,PLANT_KOL,East,3361,6.2,0,20840.37
